feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6
0.04967141530112327,0.6512888348575824,1.2970351019785265,1.298185283150041,1.3167603854083823,0.9075288307238404,0.21956378805661436
0.049015867788703364,0.7696639254087521,1.3533813057662185,1.3926406720177178,1.3749956992008536,0.705192135110546,0.017465637724699598
0.1902985017939043,0.8179107182160594,1.2836721223829697,1.4228984823152244,1.141554675802005,0.604694111846489,-0.25202701424916796
0.3402106078862101,0.9620617793479037,1.4765071105175192,1.4619355186773624,1.0385773514282648,0.4509396956948485,-0.6484116240412054
0.22640749294655352,1.1396497854101304,1.2993633279388277,1.497329493374062,0.953035047511011,0.15121665951283805,-0.7519810330035731
0.28770973821739404,1.0069158339513418,1.4011598348058265,1.3958377146338157,0.7143346523822314,-0.028176440215120294,-0.8513548954646547
0.5295809354733239,1.2430351611570896,1.273184272104675,1.1248518697172625,0.36836338796457,-0.35338869528540773,-1.0225063798112657
0.50802774469079,1.1182685398090395,1.6238422252280638,1.1083710027554132,0.4791020810740345,-0.5060962485780589,-1.2503371474458835
0.44290568101783534,1.1594478270617103,1.4282841105720616,1.044113763171709,0.3244546754070607,-0.5366698553818873,-1.1963968004016499
0.6014815639269451,1.367919333732234,1.6404951122676839,0.8913341801865502,-0.1572373526988753,-0.7746691954032695,-1.170307893217339
0.5569231803802512,1.4140009516126997,1.4658410939651763,0.7639635051826236,-0.24477287687558938,-0.966082508148086,-1.3432610095930915
0.6112661192483462,1.4364598363920267,1.382051605492778,0.48643007031110125,-0.09413677774091785,-1.0237353947690049,-1.3894571231662909
0.73501690704595,1.2429238424869882,1.220967356032004,0.40797952243598123,-0.4161070527444493,-0.9783127568404572,-0.9333398375840488
0.570759663012252,1.344719145875849,1.1087535876906764,0.34650905720768815,-0.5658835355874132,-0.9949381161171394,-0.972790060099283
0.6390320083305702,1.4840460428993598,1.1918207674947041,-0.05775210710027335,-0.7179494240134079,-1.189519248114563,-0.927414809282297
0.8027899800963316,1.4099963086120821,1.0518058146563012,0.18373919617558535,-0.8682129166099077,-1.041751167500502,-0.7997865348973304
0.8031855587508531,1.2963122182297762,0.8387856434431438,-0.14417328603930435,-0.854430010331887,-1.0300694146932197,-0.6040665105091214
0.9792012427500772,1.4412212694210933,0.7301734860204939,-0.05768927486767194,-0.7873052298029413,-0.9699596585607327,-0.38883409515829165
0.8980497939683748,1.309649859120815,0.691626495386593,-0.17725780377596162,-0.916515081873661,-0.7520520839444123,-0.5299960375769837
0.8863826525936316,1.5405605821567536,0.8728360410363336,-0.392273040336926,-0.8656742631930491,-0.822967964650075,-0.32147496021054767
1.2105486975951036,1.490046173773752,0.8140267262423052,-0.3275231896142574,-0.7450873240844256,-0.7681954468929864,-0.03736376042574019
1.075319604656052,1.3651766141433692,0.5149692129936058,-0.4310842700102181,-0.9599583114404273,-0.7053883034613029,-0.06165545192251387
1.136046706912621,1.405129734009696,0.41200911772359095,-0.6018094099108103,-0.8396310332297241,-0.5604346153538619,-0.030708222844178602
1.0156477224410765,1.235163318093789,0.26801397634021756,-0.6661157773582476,-0.7279599086319793,-0.5447307516034774,-0.041093522540133896
1.1299019652800377,1.2606376849732914,0.11556685783417893,-0.554892000294502,-0.8735085217831519,-0.4974752324966306,-0.040861948400586316
1.2190046484047956,1.2834149633033247,0.25761773818596817,-0.6701553690654315,-0.7104697492411304,-0.45280751471943875,-0.1166274463546406
1.1137134938419186,1.10828517739206,0.2230475947384356,-0.6063780817918529,-0.48815830168007734,-0.41313421039322656,-0.12572524047604594
1.2845937611548233,1.0032724651975033,-0.13286181276189513,-0.9569104230835511,-0.6582236085171105,-0.3852991031445592,0.01432379854471306
1.202472664353327,0.8007808281597957,-0.12522397320998252,-0.7061384000303731,-0.4702093960478302,-0.2597556492713286,-0.10724811322987746
1.2461804794041573,0.903218586642301,-0.2290791750558273,-0.8638187713684808,-0.5500109325845383,-0.4949941283563581,0.002494526560649196
1.2253009451821915,0.9324462254825238,-0.2866391219985961,-0.6923069949256397,-0.3223215200289051,-0.37426625384644896,0.03501037057085957
1.4781456073529002,0.8819693510660106,-0.17967462896934214,-0.5970889769854056,-0.641759339841902,-0.32130766872641237,0.30559411736260256
1.2963628761452795,0.7743191821600722,-0.4761169749983744,-0.46997188903105863,-0.45468107566215676,-0.20178869372566888,0.15863326225339056
1.1941171883663642,0.6058420876480977,-0.3379312160359139,-0.7113698348486435,-0.6019899747522048,-0.34072669721098287,0.4005612502946723
1.3817394450285445,0.39841995093271393,-0.3445270826912019,-0.6435794386673395,-0.5254729603678763,-0.3212182369512498,0.48151676259979487
1.1744660332464372,0.4831661881738102,-0.4576791733546157,-0.5752553406075924,-0.5345769102057785,-0.29124604534526066,0.539729875565603
1.312026186874781,0.43969218363067436,-0.37394128469391014,-0.6404062906601612,-0.5047415230634368,-0.42535963430627693,0.5754094244599658
1.0873486116478683,0.3775040800213907,-0.46236527847555586,-0.42606227246529116,-0.6146829089672996,-0.11955619863722838,0.8434914739462752
1.140328449528393,0.4109092890698336,-0.36391325941544567,-0.5165656012226446,-0.5221957849446489,-0.04704074303546604,1.0805145649747758
1.280396080478005,0.4897937351833073,-0.6415474274297075,-0.4884064485332867,-0.4869899634409932,0.06855320250385262,0.994657322905618
1.3199330655224828,0.2479684912144058,-0.5237656446682821,-0.43553010984795515,-0.7004637324365005,0.35173220027039115,1.30414338069171
1.2465011917791335,0.16081985315184602,-0.4921980440194713,-0.5077964061942803,-0.6186001463972364,0.10136389720641752,1.4280307855600876
1.1990724587654389,0.10617500925895386,-0.7456774620183872,-0.5915582561319602,-0.29992369118856615,0.22535066886127003,1.3402704598065465
1.159893378146281,0.09707140061013333,-0.5785701132245418,-0.5310913044173838,-0.5088037151588074,0.5964804525526584,1.418314783315968
1.0197148120225699,-0.042559382121959005,-0.5417057761484044,-0.630646387993666,-0.6980226930848681,0.6478753316898416,1.294061557968235
1.0714501876284432,0.011161954772749666,-0.35551720792898817,-0.558929660978498,-0.616074370120079,0.7374233525859806,1.2466298200425707
1.0716540172750733,0.006427498808637606,-0.5113818259799588,-0.4981801584387776,-0.39740649791590316,0.9550510984132936,1.206381772118013
1.1962438135454552,-0.052088812078475474,-0.5139442066623361,-0.7457579091218872,-0.33757163017803227,1.056019698587737,0.7310648431899099
1.0963551511833416,-0.05829152835988809,-0.34356827722101907,-0.8127565950593126,-0.3177691858058008,1.4065686216677478,0.6070644142760782
0.8559191244288388,-0.08825709129263479,-0.58263145287232,-0.685237957815778,0.0644909197844579,1.5531172552902668,0.5809052466423174
1.033751439275379,-0.33305436498841134,-0.6263597906749154,-0.7953997741890997,0.22549597430089655,1.2284434947791703,0.35544795217492897
0.9309682601269833,-0.11314071892806624,-0.45710662600155544,-0.7401072102706351,0.06805254632278089,1.278139672714359,-0.1793694158137899
0.8690557081349672,-0.26173911783471293,-0.5711010431711792,-0.7305075329253112,0.32264554763334524,1.349971741356261,-0.12961899199720295
0.9644498440728874,-0.31902645451633815,-0.57660746588077,-0.9892390813349012,0.4756317563831877,1.3221770985486119,-0.7774589312518038
0.9723042677764933,-0.3318652613483778,-0.3916826971882713,-0.7098144990605467,0.6407007166776357,1.2439944595298327,-0.6702955429010347
0.927766634977788,-0.18742094132636702,-0.37893613870077264,-0.8899922257791267,0.6231728867020899,1.199008878182301,-0.8940847164868957
0.7157868259546906,-0.25999465930379756,-0.40920966167666567,-0.7586538747009299,1.0297211057749456,1.0397828963715092,-1.136762659612925
0.7336149363186344,-0.41075468261425147,-0.4026611787432855,-0.7940055331946165,0.970233232143183,0.7880150124331384,-1.2382392945378429
0.7623678323590098,-0.19770381338634233,-0.41846644384620185,-0.7424990483958761,1.1495862974290108,0.637238922961892,-1.3001782421893722
0.7914967473731359,-0.3908338792896789,-0.7876932228421921,-0.4643361367856973,1.2232999112115894,0.6942997730419872,-1.280728130036377
0.6108358848572184,-0.2329713189817411,-0.5647783912784875,-0.5353207654806569,1.3069852098231614,0.29302149850100107,-1.045352199419386
0.6052204705763921,-0.2222074654590019,-0.6999248546406769,-0.3975768719019066,1.4259445624631153,0.07283800451133905,-1.1092805969914878
0.478515918077778,-0.15594159825723095,-0.7603573106285347,-0.3815331914287668,1.333602717239127,-0.2510327495298072,-0.9653266635213082
0.4353257383208936,-0.0644278116605683,-0.6690079153395846,-0.23179362512747778,1.2843275638949962,-0.3492931950104173,-1.0344519475928697
0.6025294271201673,-0.3771319041605471,-0.937516038165145,-0.13890443592498772,1.4633926577636032,-0.3962895842411568,-0.8565189066720273
0.6238594844889225,-0.24426209956650624,-0.9782107453815005,-0.03309008115166663,1.373568894141354,-0.6024930242148371,-0.8556269966708718
0.44871090918360823,-0.26558469327133316,-0.7766744767990619,0.18162583129576332,1.467096615529689,-0.7266026335675123,-0.6444405122741839
